DOUBLES (AABC) — HIT LOG (DATE SORTED) — QUALIFIED FAMILIES ONLY
Each row is one AABC hit in a stream. Member is boxkey4 (sorted digits). fixed_rank is 1–78 family stream rank.
Streams used: 76 (excluded: Maryland | Pick 4 Evening, Maryland | Pick 4 Midday) | Qualified families: 56
--------------------------------------------------------------------------------------------------------------------------------------------
DATE       FAM MEM  STREAM                                   FIX 60H 60/WK  90H 90/WK  180H 180/WK 
2023-11-09 017 0117 Michigan - Daily 4 Evening                NA 018   2.10 027   2.10  046    1.79
2023-11-09 023 0223 Iowa - Pick 4 Evening                     NA 013   1.52 023   1.79  052    2.02
2023-11-09 025 0255 South Carolina - Pick 4 Midday            NA 019   2.22 025   1.94  049    1.91
2023-11-09 027 0277 Delaware - Play 4 Night                   NA 020   2.33 029   2.26  051    1.98
2023-11-09 029 0229 Oregon - Pick 4 1pm                       NA 019   2.22 030   2.33  053    2.06
2023-11-09 038 0038 Connecticut - Play 4 Day                  NA 021   2.45 030   2.33  058    2.26
2023-11-09 038 0338 Western Canada - Pick 4                   NA 021   2.45 030   2.33  058    2.26
2023-11-09 056 0566 Mississippi - Cash 4 Evening              NA 016   1.87 024   1.87  052    2.02
2023-11-09 067 0677 Virginia - Pick 4 Day                     NA 019   2.22 027   2.10  050    1.94
2023-11-09 238 2238 North Carolina - Pick 4 Daytime           41 019   2.22 030   2.33  047    1.83
2023-11-09 249 2449 Massachusetts - Numbers Game Evening      05 021   2.45 033   2.57  060    2.33
2023-11-09 258 2558 Atlantic Canada - Lotto 4                 04 020   2.33 032   2.49  052    2.02
2023-11-09 278 2788 Ontario - Pick 4 Midday                   11 028   3.27 037   2.88  057    2.22
2023-11-09 357 3577 Tennessee - Cash 4 Morning                07 020   2.33 030   2.33  059    2.29
2023-11-09 359 3559 Ohio - Pick 4 Midday                      05 027   3.15 036   2.80  059    2.29
2023-11-09 378 3378 Oregon - Pick 4 10pm                      25 020   2.33 027   2.10  060    2.33
2023-11-09 457 4577 Indiana - Daily 4 Midday                  33 024   2.80 035   2.72  054    2.10
2023-11-09 459 4599 Massachusetts - Numbers Game Midday       71 017   1.98 024   1.87  056    2.18
2023-11-09 489 4899 Illinois - Pick 4 Midday                  07 019   2.22 029   2.26  054    2.10
2023-11-09 589 5899 Michigan - Daily 4 Midday                 06 014   1.63 026   2.02  054    2.10
2023-11-10 012 0122 California - Daily 4                      NA 023   2.68 030   2.33  049    1.91
2023-11-10 017 0117 Ohio - Pick 4 Evening                     NA 018   2.10 027   2.10  046    1.79
2023-11-10 018 0018 Washington, D.C. - DC-4 1:50pm            NA 023   2.68 034   2.64  061    2.37
2023-11-10 025 0255 Michigan - Daily 4 Midday                 NA 019   2.22 025   1.94  049    1.91
2023-11-10 027 0277 North Carolina - Pick 4 Daytime           NA 020   2.33 029   2.26  051    1.98
2023-11-10 028 0228 Iowa - Pick 4 Evening                     NA 017   1.98 033   2.57  054    2.10
2023-11-10 029 0299 Virginia - Pick 4 Night                   NA 019   2.22 030   2.33  053    2.06
2023-11-10 038 0338 Indiana - Daily 4 Midday                  NA 021   2.45 030   2.33  058    2.26
2023-11-10 078 0788 Delaware - Play 4 Day                     NA 018   2.10 024   1.87  038    1.48
2023-11-10 135 1335 Massachusetts - Numbers Game Midday       29 023   2.68 030   2.33  051    1.98
2023-11-10 145 1445 Connecticut - Play 4 Night                32 014   1.63 026   2.02  049    1.91
2023-11-10 146 1446 Missouri - Pick 4 Midday                  69 018   2.10 025   1.94  055    2.14
2023-11-10 258 2558 Michigan - Daily 4 Evening                75 020   2.33 032   2.49  052    2.02
2023-11-10 278 2278 Idaho - Pick 4 Day                        64 028   3.27 037   2.88  057    2.22
2023-11-10 357 3357 New Jersey - Pick 4 Midday                15 020   2.33 030   2.33  059    2.29
2023-11-10 378 3788 Arkansas - Cash 4 Evening                 12 020   2.33 027   2.10  060    2.33
2023-11-10 567 5567 Rhode Island - Numbers Game Evening       53 019   2.22 028   2.18  043    1.67
2023-11-10 579 5579 Puerto Rico - Pega 4 Día                  25 018   2.10 026   2.02  039    1.52
2023-11-11 016 0116 Idaho - Pick 4 Day                        NA 025   2.92 031   2.41  055    2.14
2023-11-11 056 0056 Pennsylvania - Pick 4 Day                 NA 016   1.87 024   1.87  052    2.02
2023-11-11 078 0778 New Mexico - Pick 4 Day                   NA 018   2.10 024   1.87  038    1.48
2023-11-11 169 1699 Wisconsin - Pick 4 Evening                13 018   2.10 031   2.41  056    2.18
2023-11-11 179 1799 Georgia - Cash 4 Evening                  26 016   1.87 025   1.94  053    2.06
2023-11-11 258 2558 Mississippi - Cash 4 Midday               46 020   2.33 032   2.49  052    2.02
2023-11-11 278 2788 Texas - Daily 4 Day                       38 028   3.27 037   2.88  057    2.22
2023-11-11 279 2779 Tennessee - Cash 4 Morning                25 020   2.33 025   1.94  043    1.67
2023-11-11 345 3345 Québec - Quotidienne 4                    72 019   2.22 028   2.18  051    1.98
2023-11-11 348 3488 Connecticut - Play 4 Night                54 015   1.75 026   2.02  038    1.48
2023-11-11 359 3599 Tennessee - Cash 4 Evening                04 027   3.15 036   2.80  059    2.29
2023-11-11 379 3779 Tennessee - Cash 4 Midday                 66 019   2.22 031   2.41  053    2.06
2023-11-11 456 4556 Washington, D.C. - DC-4 7:50pm            38 022   2.57 030   2.33  052    2.02
2023-11-11 489 4889 New Jersey - Pick 4 Midday                55 019   2.22 029   2.26  054    2.10
2023-11-11 567 5567 Texas - Daily 4 Evening                   23 019   2.22 028   2.18  043    1.67
2023-11-12 024 0224 Idaho - Pick 4 Day                        NA 015   1.75 024   1.87  052    2.02
2023-11-12 025 0225 New York - Win 4 Midday                   NA 019   2.22 025   1.94  049    1.91
2023-11-12 029 0229 Georgia - Cash 4 Night                    NA 019   2.22 030   2.33  053    2.06
2023-11-12 038 0038 Michigan - Daily 4 Midday                 NA 021   2.45 030   2.33  058    2.26
2023-11-12 046 0466 Florida - Pick 4 Midday                   NA 018   2.10 023   1.79  048    1.87
2023-11-12 059 0599 New Jersey - Pick 4 Evening               NA 019   2.22 031   2.41  047    1.83
2023-11-12 059 0599 Wisconsin - Pick 4 Evening                NA 019   2.22 031   2.41  047    1.83
2023-11-12 135 1335 Iowa - Pick 4 Evening                     44 023   2.68 030   2.33  051    1.98
2023-11-12 236 2236 Oregon - Pick 4 1pm                       43 018   2.10 029   2.26  047    1.83
2023-11-12 245 2445 Delaware - Play 4 Day                     33 013   1.52 031   2.41  052    2.02
2023-11-12 257 2577 New York - Win 4 Evening                  74 012   1.40 021   1.63  052    2.02
2023-11-12 345 3345 Ohio - Pick 4 Midday                      48 019   2.22 028   2.18  051    1.98
2023-11-12 345 3345 Pennsylvania - Pick 4 Day                 26 019   2.22 028   2.18  051    1.98
2023-11-12 456 4566 Louisiana - Pick 4                        47 022   2.57 030   2.33  052    2.02
2023-11-12 457 4457 Georgia - Cash 4 Midday                   40 024   2.80 035   2.72  054    2.10
2023-11-12 459 4559 Missouri - Pick 4 Evening                 10 017   1.98 024   1.87  056    2.18
2023-11-12 789 7789 New Mexico - Pick 4 Evening               09 021   2.45 031   2.41  061    2.37
2023-11-13 016 0166 Pennsylvania - Pick 4 Evening             NA 025   2.92 031   2.41  055    2.14
2023-11-13 018 0188 Georgia - Cash 4 Midday                   NA 023   2.68 034   2.64  061    2.37
2023-11-13 018 0188 Ontario - Pick 4 Evening                  NA 023   2.68 034   2.64  061    2.37
2023-11-13 024 0244 New Mexico - Pick 4 Day                   NA 015   1.75 024   1.87  052    2.02
2023-11-13 038 0338 Rhode Island - Numbers Game Evening       NA 021   2.45 030   2.33  058    2.26
2023-11-13 038 0038 South Carolina - Pick 4 Evening           NA 021   2.45 030   2.33  058    2.26
2023-11-13 046 0046 Tennessee - Cash 4 Evening                NA 018   2.10 023   1.79  048    1.87
2023-11-13 048 0448 Tri-State (ME, NH & VT) - Pick 4 Day      NA 021   2.45 031   2.41  059    2.29
2023-11-13 059 0599 Idaho - Pick 4 Night                      NA 019   2.22 031   2.41  047    1.83
2023-11-13 135 1355 Virginia - Pick 4 Night                   38 023   2.68 030   2.33  051    1.98
2023-11-13 167 1677 West Virginia - Daily 4                   09 020   2.33 029   2.26  053    2.06
2023-11-13 169 1669 Georgia - Cash 4 Night                    52 018   2.10 031   2.41  056    2.18
2023-11-13 246 2446 Washington, D.C. - DC-4 7:50pm            49 021   2.45 027   2.10  050    1.94
2023-11-13 257 2257 Tennessee - Cash 4 Midday                 09 012   1.40 021   1.63  052    2.02
2023-11-13 359 3599 Connecticut - Play 4 Day                  31 027   3.15 036   2.80  059    2.29
2023-11-13 379 3799 Mississippi - Cash 4 Midday               28 019   2.22 031   2.41  053    2.06
2023-11-13 389 3389 Kentucky - Pick 4 Evening                 41 019   2.22 031   2.41  057    2.22
2023-11-13 389 3389 Oregon - Pick 4 10pm                      06 019   2.22 031   2.41  057    2.22
2023-11-14 024 0224 Georgia - Cash 4 Evening                  NA 015   1.75 024   1.87  052    2.02
2023-11-14 024 0244 Wisconsin - Pick 4 Evening                NA 015   1.75 024   1.87  052    2.02
2023-11-14 059 0559 Missouri - Pick 4 Midday                  NA 019   2.22 031   2.41  047    1.83
2023-11-14 279 2279 Massachusetts - Numbers Game Evening      23 020   2.33 025   1.94  043    1.67
2023-11-14 279 2799 Texas - Daily 4 Evening                   62 020   2.33 025   1.94  043    1.67
2023-11-14 389 3889 Indiana - Daily 4 Midday                  32 019   2.22 031   2.41  057    2.22
2023-11-14 789 7889 North Carolina - Pick 4 Daytime           61 021   2.45 031   2.41  061    2.37
2023-11-15 012 0112 Georgia - Cash 4 Midday                   NA 023   2.68 030   2.33  049    1.91
2023-11-15 018 0188 Rhode Island - Numbers Game Midday        NA 023   2.68 034   2.64  061    2.37
2023-11-15 024 0224 Michigan - Daily 4 Midday                 NA 015   1.75 024   1.87  052    2.02
2023-11-15 046 0046 Tennessee - Cash 4 Morning                NA 018   2.10 023   1.79  048    1.87
2023-11-15 135 1335 Kentucky - Pick 4 Evening                 01 023   2.68 030   2.33  051    1.98
2023-11-15 257 2577 Iowa - Pick 4 Midday                      43 012   1.40 021   1.63  052    2.02
2023-11-15 258 2558 Oregon - Pick 4 7pm                       31 020   2.33 032   2.49  052    2.02
2023-11-15 279 2799 Missouri - Pick 4 Midday                  09 020   2.33 025   1.94  043    1.67
2023-11-15 345 3345 Connecticut - Play 4 Day                  32 019   2.22 028   2.18  051    1.98
2023-11-15 389 3899 Western Canada - Pick 4                   63 019   2.22 031   2.41  057    2.22
2023-11-15 489 4489 West Virginia - Daily 4                   11 019   2.22 029   2.26  054    2.10
2023-11-15 567 5677 Virginia - Pick 4 Day                     32 019   2.22 028   2.18  043    1.67
2023-11-15 579 5779 Mississippi - Cash 4 Midday               33 018   2.10 026   2.02  039    1.52
2023-11-16 019 0119 California - Daily 4                      NA 018   2.10 023   1.79  054    2.10
2023-11-16 024 0224 Tennessee - Cash 4 Midday                 NA 015   1.75 024   1.87  052    2.02
2023-11-16 028 0288 Delaware - Play 4 Day                     NA 017   1.98 033   2.57  054    2.10
2023-11-16 029 0299 Québec - Quotidienne 4                    NA 019   2.22 030   2.33  053    2.06
2023-11-16 067 0067 Ontario - Pick 4 Midday                   NA 019   2.22 027   2.10  050    1.94
2023-11-16 145 1145 Oregon - Pick 4 4pm                       32 014   1.63 026   2.02  049    1.91
2023-11-16 146 1446 Pennsylvania - Pick 4 Evening             21 018   2.10 025   1.94  055    2.14
2023-11-16 167 1167 Georgia - Cash 4 Midday                   25 020   2.33 029   2.26  053    2.06
2023-11-16 239 2339 Florida - Pick 4 Evening                  22 014   1.63 023   1.79  052    2.02
2023-11-16 378 3778 North Carolina - Pick 4 Evening           11 020   2.33 027   2.10  060    2.33
2023-11-16 456 4456 Atlantic Canada - Lotto 4                 06 022   2.57 030   2.33  052    2.02
2023-11-16 489 4899 Iowa - Pick 4 Evening                     15 019   2.22 029   2.26  054    2.10
2023-11-16 789 7789 Illinois - Pick 4 Evening                 12 021   2.45 031   2.41  061    2.37
2023-11-17 017 0117 Texas - Daily 4 Morning                   NA 018   2.10 027   2.10  046    1.79
2023-11-17 056 0556 Rhode Island - Numbers Game Midday        NA 016   1.87 024   1.87  052    2.02
2023-11-17 059 0599 California - Daily 4                      NA 019   2.22 031   2.41  047    1.83
2023-11-17 059 0599 Washington, D.C. - DC-4 1:50pm            NA 019   2.22 031   2.41  047    1.83
2023-11-17 068 0688 New York - Win 4 Midday                   NA 023   2.68 037   2.88  057    2.22
2023-11-17 345 3445 Iowa - Pick 4 Midday                      56 019   2.22 028   2.18  051    1.98
2023-11-17 456 4566 Georgia - Cash 4 Midday                   26 022   2.57 030   2.33  052    2.02
2023-11-17 567 5677 Québec - Quotidienne 4                    44 019   2.22 028   2.18  043    1.67
2023-11-17 579 5779 South Carolina - Pick 4 Evening           05 018   2.10 026   2.02  039    1.52
2023-11-17 589 5889 Puerto Rico - Pega 4 Noche                28 014   1.63 026   2.02  054    2.10
2023-11-17 589 5899 South Carolina - Pick 4 Midday            29 014   1.63 026   2.02  054    2.10
2023-11-17 689 6899 Western Canada - Pick 4                   02 024   2.80 034   2.64  055    2.14
2023-11-18 017 0117 Illinois - Pick 4 Evening                 NA 018   2.10 027   2.10  046    1.79
2023-11-18 145 1445 Kentucky - Pick 4 Evening                 29 014   1.63 026   2.02  049    1.91
2023-11-18 146 1446 Missouri - Pick 4 Evening                 18 018   2.10 025   1.94  055    2.14
2023-11-18 167 1167 Ohio - Pick 4 Evening                     13 020   2.33 029   2.26  053    2.06
2023-11-18 279 2799 Arkansas - Cash 4 Evening                 04 020   2.33 025   1.94  043    1.67
2023-11-18 345 3445 Texas - Daily 4 Evening                   08 019   2.22 028   2.18  051    1.98
2023-11-18 357 3557 New York - Win 4 Midday                   11 020   2.33 030   2.33  059    2.29
2023-11-18 378 3788 Massachusetts - Numbers Game Midday       02 020   2.33 027   2.10  060    2.33
2023-11-18 457 4577 Oregon - Pick 4 10pm                      13 024   2.80 035   2.72  054    2.10
2023-11-18 457 4557 Oregon - Pick 4 1pm                       53 024   2.80 035   2.72  054    2.10
2023-11-18 789 7789 North Carolina - Pick 4 Daytime           61 021   2.45 031   2.41  061    2.37
2023-11-18 789 7889 Washington, D.C. - DC-4 1:50pm            58 021   2.45 031   2.41  061    2.37
2023-11-19 017 0117 Tennessee - Cash 4 Evening                NA 018   2.10 027   2.10  046    1.79
2023-11-19 029 0029 Oregon - Pick 4 10pm                      NA 019   2.22 030   2.33  053    2.06
2023-11-19 029 0229 Tri-State (ME, NH & VT) - Pick 4 Evening  NA 019   2.22 030   2.33  053    2.06
2023-11-19 146 1446 Pennsylvania - Pick 4 Day                 06 018   2.10 025   1.94  055    2.14
2023-11-19 345 3345 Michigan - Daily 4 Midday                 71 019   2.22 028   2.18  051    1.98
2023-11-19 379 3779 Rhode Island - Numbers Game Evening       50 019   2.22 031   2.41  053    2.06
2023-11-19 389 3889 Mississippi - Cash 4 Midday               15 019   2.22 031   2.41  057    2.22
2023-11-19 456 4566 Indiana - Daily 4 Evening                 64 022   2.57 030   2.33  052    2.02
2023-11-20 024 0024 Washington, D.C. - DC-4 1:50pm            NA 015   1.75 024   1.87  052    2.02
2023-11-20 027 0277 Indiana - Daily 4 Evening                 NA 020   2.33 029   2.26  051    1.98
2023-11-20 048 0448 Missouri - Pick 4 Evening                 NA 021   2.45 031   2.41  059    2.29
2023-11-20 238 2388 Tri-State (ME, NH & VT) - Pick 4 Day      26 019   2.22 030   2.33  047    1.83
2023-11-20 258 2588 Rhode Island - Numbers Game Midday        42 020   2.33 032   2.49  052    2.02
2023-11-20 348 3448 Connecticut - Play 4 Night                54 015   1.75 026   2.02  038    1.48
2023-11-20 457 4557 New York - Win 4 Evening                  46 024   2.80 035   2.72  054    2.10
2023-11-20 459 4559 Puerto Rico - Pega 4 Día                  62 017   1.98 024   1.87  056    2.18
2023-11-20 567 5567 Ontario - Pick 4 Evening                  03 019   2.22 028   2.18  043    1.67
2023-11-20 689 6899 Missouri - Pick 4 Midday                  21 024   2.80 034   2.64  055    2.14
2023-11-21 013 0133 Texas - Daily 4 Day                       NA 019   2.22 026   2.02  050    1.94
2023-11-21 018 0118 Texas - Daily 4 Morning                   NA 023   2.68 034   2.64  061    2.37
2023-11-21 027 0277 Iowa - Pick 4 Evening                     NA 020   2.33 029   2.26  051    1.98
